Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Shoe size (product.metafields.shopify.shoe-size),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
enrai-rain-pants-unisex,Enrai Rain Pants (Unisex),"<p>The Enrai Rain Pants exemplify technical innovation through their precision-engineered unisex construction. Featuring advanced waterproof membrane technology with fully sealed seams, these performance pants deliver exceptional protection against precipitation while maintaining optimal breathability during activity. The articulated patterning ensures unrestricted mobility across diverse terrain, while reinforced high-abrasion zones enhance durability without compromising weight efficiency. Strategic ventilation options allow for customized thermal regulation, and the adjustable waist system accommodates various body types for optimal fit.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Rain Pants,"","pants, Unisex, women",true,Title,Default Title,,,,,,,,'24,0.0,shopify,100,deny,manual,4999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look023_01.webp?v=1731308213,1,"",false,,,,,,kg,,,active
enrai-rain-pants-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look023_02.webp?v=1731308213,2,"",,,,,,,,,,
enrai-rain-pants-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look023_03.webp?v=1731308213,3,"",,,,,,,,,,
hikers-jacket-mens,Hikers jacket (men's),"<p>The Men's Hikers Jacket demonstrates technical sophistication through its precision-engineered construction. Featuring an optimized balance of weather protection and breathability, this performance piece excels across diverse trail conditions. The anatomically calibrated fit ensures unrestricted mobility during technical ascents while maintaining a streamlined profile. Strategic reinforcement at high-abrasion zones enhances durability without adding unnecessary weight. Advanced fabric technology provides exceptional resistance to environmental elements while efficiently managing internal moisture during sustained activity.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,"","jackets, Men",true,Title,Default Title,,,,,,,,'23,0.0,shopify,100,deny,manual,7999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look022_01.webp?v=1731308168,1,"",false,,,,,,kg,,,active
hikers-jacket-mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look022_02.webp?v=1731308168,2,"",,,,,,,,,,
hikers-jacket-mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look022_03.webp?v=1731308168,3,"",,,,,,,,,,
valley-wave-skirt-womens,Valley Wave Skirt (Women's),"<p>The Women's Valley Wave Skirt exemplifies technical precision through its meticulously engineered construction. The anatomically calibrated fit ensures optimal movement across diverse activities while maintaining a refined silhouette. Advanced fabric technology delivers exceptional shape retention and resistance to environmental factors without compromising breathability. The precision-designed wave pattern creates visual dimension while enhancing structural integrity. Strategic reinforcement at stress points ensures durability through extended wear cycles, while the specialized waistband construction provides secure positioning without restricting comfort.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Skirts,"","skirt, women",true,Title,Default Title,,,,,,,,'22,0.0,shopify,100,deny,manual,7999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look021_01.webp?v=1731308125,1,"",false,,,,,,kg,,,active
valley-wave-skirt-womens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look021_02.webp?v=1731308125,2,"",,,,,,,,,,
valley-wave-skirt-womens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look021_03.webp?v=1731308125,3,"",,,,,,,,,,
alternative-feather-cardigan-unisex,Alternative Feather Cardigan (Unisex),"<p>The Alternative Feather Cardigan delivers exceptional comfort with its lightweight, breathable construction. Crafted from premium materials, this unisex design features a versatile silhouette suitable for layering in any season. The meticulous stitching ensures durability while maintaining a refined aesthetic that transitions effortlessly from casual to professional settings.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Clothing Tops > Cardigans,"","jackets, Unisex, women",true,Title,Default Title,,,,,,,,'21,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look020_01.webp?v=1731307889,1,"",false,,,,,,kg,,,active
alternative-feather-cardigan-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look020_02.webp?v=1731307890,2,"",,,,,,,,,,
alternative-feather-cardigan-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look020_03.webp?v=1731307890,3,"",,,,,,,,,,
free-run-wind-parka-unisex,Free Run Wind Parka (Unisex),"<p>The Free Run Wind Parka combines technical performance with versatile design. Engineered with advanced weather-resistant materials, this unisex outerwear provides superior protection against wind and light precipitation. Strategic ventilation zones enhance breathability during activity, while the ergonomic fit allows unrestricted movement. Ideal for outdoor enthusiasts who demand both functionality and contemporary styling in variable conditions.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,"","jackets, Unisex",true,Title,Default Title,,,,,,,,'20,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look019_01.webp?v=1731307868,1,"",false,,,,,,kg,,,active
free-run-wind-parka-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look019_02.webp?v=1731307868,2,"",,,,,,,,,,
free-run-wind-parka-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look019_03.webp?v=1731307868,3,"",,,,,,,,,,
long-sleeve-nuptse-shirt-unisex,Long Sleeve Nuptse Shirt (Unisex),"<p>The Long Sleeve Nuptse Shirt offers superior thermal regulation in a versatile unisex design. Constructed with technical fabrics that balance insulation with breathability, this performance layer provides exceptional comfort during variable conditions. The anatomical cut ensures unrestricted movement while maintaining a streamlined silhouette. Strategic reinforcements enhance durability at high-wear areas, making it an essential component for both active pursuits and everyday wear.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Clothing Tops > Shirts,"","Men, shirt, Unisex",true,Title,Default Title,,,,,,,,'19,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look018_01.webp?v=1731307834,1,"",false,,,,,,kg,,,active
long-sleeve-nuptse-shirt-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look018_02.webp?v=1731307834,2,"",,,,,,,,,,
long-sleeve-nuptse-shirt-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look018_03.webp?v=1731307834,3,"",,,,,,,,,,
pullover-denali-jacket-womens,Pullover Denali Jacket (Women's),"<p>The Pullover Denali Jacket for women combines technical performance with refined aesthetics. Engineered with advanced thermal-regulating fabric, it delivers exceptional warmth without unnecessary bulk. The anatomical cut provides a flattering silhouette while allowing full range of motion. Strategic reinforcements at high-wear zones enhance durability, while the quarter-zip design offers versatile ventilation options. Ideal for transitional weather or as a mid-layer in more demanding conditions.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,"","jackets, women",true,Title,Default Title,,,,,,,,'18,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look017_01.webp?v=1731307798,1,"",false,,,,,,kg,,,active
pullover-denali-jacket-womens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look017_02.webp?v=1731307798,2,"",,,,,,,,,,
pullover-denali-jacket-womens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look017_03.webp?v=1731307798,3,"",,,,,,,,,,
mountain-light-jacket-mens,Mountain Light Jacket (Men's),"<p>The Mountain Light Jacket delivers exceptional weather protection through advanced technical construction. Engineered specifically for men's physiology, it features a precision-tailored fit that optimizes mobility without excess material. The multi-layer fabric system effectively manages moisture while providing superior wind and precipitation resistance. Reinforced stress points ensure durability during demanding activities, while the articulated design accommodates dynamic movement across varied terrain. An essential piece for serious outdoor enthusiasts requiring reliable performance in unpredictable conditions.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,"","jackets, Men",true,Title,Default Title,,,,,,,,'17,0.0,shopify,100,deny,manual,7999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look016_01.webp?v=1731307765,1,"",false,,,,,,kg,,,active
mountain-light-jacket-mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look016_02.webp?v=1731307765,2,"",,,,,,,,,,
mountain-light-jacket-mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look016_03.webp?v=1731307765,3,"",,,,,,,,,,
climb-light-jacket-mens,Climb Light Jacket (Men's),"<p>The Climb Light Jacket represents the pinnacle of technical outerwear engineering for vertical environments. Constructed with an advanced fabric matrix that balances durability with minimal weight, this men's-specific design offers exceptional freedom of movement through articulated patterning. The strategic ventilation system efficiently regulates core temperature during high-output activities, while the precision-tailored fit eliminates excess material that could interfere with harness systems or climbing movements. Weather-resistant properties provide essential protection without compromising breathability.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,"","jackets, Men",true,Title,Default Title,,,,,,,,'16,0.0,shopify,100,deny,manual,8999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look015_01.webp?v=1731307733,1,"",false,,,,,,kg,,,active
climb-light-jacket-mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look015_02.webp?v=1731307733,2,"",,,,,,,,,,
climb-light-jacket-mens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look015_03.webp?v=1731307736,3,"",,,,,,,,,,
rmc-gore-tex-royal-air-force-parka-unisex,RMC Gore-Tex Royal Air Force Parka (Unisex),"<p>The RMC Gore-Tex Royal Air Force Parka delivers military-grade protection with technical precision. Featuring authentic Gore-Tex membrane technology, this unisex outerwear provides impermeable waterproofing while maintaining optimal breathability. The strategic seam-sealing and reinforced construction ensure durability in extreme conditions, while the thermal architecture creates effective microclimate regulation. Inspired by RAF specifications, the ergonomic design accommodates unrestricted movement without compromising the protective envelope. An exceptional investment for those requiring uncompromising performance in challenging environments.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,"","Unisex, women",true,Title,Default Title,,,,,,,,'15,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look014_01_1.webp?v=1731307702,1,"",false,,,,,,kg,,,active
rmc-gore-tex-royal-air-force-parka-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look014_01.webp?v=1731307702,2,"",,,,,,,,,,
rmc-gore-tex-royal-air-force-parka-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look014_02.webp?v=1731307702,3,"",,,,,,,,,,
geology-shirt-unisex,Geology shirt (unisex),"<p>The Geology shirt combines scientific precision with functional design elements. Crafted from high-performance fabric with superior moisture management properties, this unisex garment features a tailored yet accommodating silhouette suitable for fieldwork or academic settings. The reinforced construction at stress points ensures durability during extended wear, while the specialized weave provides protection against environmental variables. An essential piece for professionals and enthusiasts requiring technical performance with a refined aesthetic in geological pursuits.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","Men, shirt, Unisex",true,Title,Default Title,,,,,,,,'14,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look013_01.webp?v=1731307672,1,"",false,,,,,,kg,,,active
geology-shirt-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look013_02.webp?v=1731307672,2,"",,,,,,,,,,
geology-shirt-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look013_03.webp?v=1731307672,3,"",,,,,,,,,,
valley-wave-flare-pants-womens,Valley Wave Flare Pants (Women's),"<p>The Valley Wave Flare Pants feature precision engineering specifically tailored to women's biomechanics. Constructed with a technical four-way stretch fabric, they deliver exceptional freedom of movement while maintaining structural integrity. The anatomical waistband provides optimal</p>",mitulpcirkle,Apparel & Accessories > Clothing > Pants,"","pants, women",true,Title,Default Title,,,,,,,,'13,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look012_01_1.webp?v=1731307638,1,"",false,,,,,,kg,,,active
valley-wave-flare-pants-womens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look012_01.webp?v=1731307638,2,"",,,,,,,,,,
valley-wave-flare-pants-womens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look012_02.webp?v=1731307638,3,"",,,,,,,,,,
compact-jacket-for-women,Compact jacket (for women),"<p>The Compact jacket represents advanced outerwear engineering specifically calibrated for women's physiology. Utilizing high-performance technical fabrics, it delivers exceptional thermal efficiency despite its minimal profile. The precision-tailored silhouette enhances mobility while eliminating excess material, and the specialized compression technology allows for remarkable packability without compromising structural integrity. Strategic reinforcements at high-stress zones ensure durability, while the anatomical cut provides optimal coverage during dynamic movement. An essential piece for those requiring technical performance with minimal weight penalties.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,"","jackets, women",true,Title,Default Title,,,,,,,,'12,0.0,shopify,100,deny,manual,7999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look011_01.webp?v=1731307606,1,"",false,,,,,,kg,,,active
compact-jacket-for-women,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look011_02.webp?v=1731307606,2,"",,,,,,,,,,
compact-jacket-for-women,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look011_03.webp?v=1731307605,3,"",,,,,,,,,,
rmc-gore-tex-harrington-jacket-unisex,RMC Gore-Tex Harrington Jacket (Unisex),"<p>The RMC Gore-Tex Harrington Jacket represents the pinnacle of technical outerwear engineering. Featuring authentic Gore-Tex membrane technology, it delivers impeccable waterproof performance while maintaining optimal breathability. The classic Harrington silhouette has been precision-enhanced with articulated patterning for unrestricted movement, while the unisex design accommodates diverse body types without compromising fit integrity. Strategic reinforcements at high-stress zones ensure exceptional durability, and the advanced seam-sealing technology creates a comprehensive weather barrier. An investment-grade garment for those requiring superior protection with refined aesthetics.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,"","jackets, Men, Unisex",true,Title,Default Title,,,,,,,,'11,0.0,shopify,100,deny,manual,4999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look010_01_1.webp?v=1731307573,1,"",false,,,,,,kg,,,active
rmc-gore-tex-harrington-jacket-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look010_01.webp?v=1731307573,2,"",,,,,,,,,,
rmc-gore-tex-harrington-jacket-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look010_03.webp?v=1731307573,3,"",,,,,,,,,,
mountain-versa-micro-jacket-womens,Mountain Versa Micro Jacket (Women's),"<p>The Mountain Versa Micro Jacket delivers exceptional thermal efficiency through advanced material science. Engineered specifically for women's physiology, it features a precision-tailored silhouette that optimizes heat retention while eliminating excess bulk. The technical fabric matrix provides superior insulation-to-weight ratio with remarkable compressibility for efficient storage. Strategic reinforcements at high-wear zones ensure durability without compromising the jacket's lightweight properties. The anatomical cut accommodates full range of motion during dynamic activities, making it an essential component for layering systems in variable conditions.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,"","jackets, women",true,Title,Default Title,,,,,,,,'10,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look009_01.webp?v=1731307540,1,"",false,,,,,,kg,,,active
mountain-versa-micro-jacket-womens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look009_02.webp?v=1731307540,2,"",,,,,,,,,,
mountain-versa-micro-jacket-womens,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look009_03.webp?v=1731307540,3,"",,,,,,,,,,
hydrena-wind-jacket-unisex,Hydrena Wind Jacket (Unisex),"<p>The Hydrena Wind Jacket represents advanced aerodynamic engineering in outerwear design. Constructed with specialized microfiber technology, it creates an effective barrier against wind penetration while maintaining exceptional breathability. The precision-calibrated weave structure prevents heat loss without trapping excess moisture, making it ideal for high-output activities. The unisex pattern features articulated sleeves and strategic paneling to accommodate full range of motion without material displacement. Reinforced stress points ensure durability during dynamic movement, while the minimal weight profile allows for efficient packing when conditions change.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,"","jackets, Men, Unisex",true,Title,Default Title,,,,,,,,'9,0.0,shopify,100,deny,manual,5999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look008_01.webp?v=1731307491,1,"",false,,,,,,kg,,,active
hydrena-wind-jacket-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look008_02.webp?v=1731307491,2,"",,,,,,,,,,
hydrena-wind-jacket-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look008_03.webp?v=1731307491,3,"",,,,,,,,,,
enride-track-jacket-unisex,Enride Track Jacket (Unisex),"<p>The Enride Track Jacket exemplifies technical precision in performance outerwear. Engineered with advanced fabric technology, it delivers optimal thermal regulation while maintaining exceptional freedom of movement. The unisex construction features anatomical patterning that accommodates diverse body types without compromising fit integrity. Strategic ventilation zones enhance breathability during high-output activities, while reinforced stress points ensure durability through repeated use. The specialized fiber composition provides superior moisture management properties, effectively wicking perspiration away from the body to maintain comfort during extended wear periods.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,"","jackets, Men, Unisex",true,Title,Default Title,,,,,,,,'8,0.0,shopify,100,deny,manual,4999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look007_01.webp?v=1731307458,1,"",false,,,,,,kg,,,active
enride-track-jacket-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look007_02.webp?v=1731307458,2,"",,,,,,,,,,
enride-track-jacket-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look007_03.webp?v=1731307458,3,"",,,,,,,,,,
meadow-warm-vest-unisex,Meadow Warm Vest (Unisex),"<p>The Meadow Warm Vest delivers exceptional core insulation through advanced thermal engineering. Constructed with a precision-calibrated fill distribution system, it provides optimal heat retention in critical zones while preventing overheating. The unisex design features anatomical patterning that accommodates diverse body types without restricting mobility. Strategic reinforcements at high-stress points ensure durability without adding unnecessary weight. The technical outer shell offers effective wind resistance while maintaining breathability, making this vest an essential component for layering systems in variable conditions. Armhole geometry has been specifically engineered to eliminate friction points during dynamic movement.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Vests,"","jackets, Unisex, women",true,Title,Default Title,,,,,,,,'7,0.0,shopify,100,deny,manual,4999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look006_01_1.webp?v=1731307420,1,"",false,,,,,,kg,,,active
meadow-warm-vest-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look006_01.webp?v=1731307420,2,"",,,,,,,,,,
meadow-warm-vest-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look006_02.webp?v=1731307420,3,"",,,,,,,,,,
long-sleeve-woolly-check-shirt-unisex,Long sleeve woolly check shirt (unisex),"<p>The Long Sleeve Woolly Check Shirt represents advanced textile engineering with functional precision. Constructed from technical wool blend fibers, it delivers superior thermal regulation while maintaining breathability across variable conditions. The unisex pattern features articulated sleeves and strategic gussets that accommodate full range of motion without material displacement. The specialized check weave creates structural integrity while enhancing visual depth. Reinforced stress points ensure exceptional durability during extended wear, while the moisture-wicking properties effectively manage perspiration to maintain optimal microclimate regulation against the skin.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Clothing Tops > Shirts,"","Men, shirt, Unisex",true,Title,Default Title,,,,,,,,'6,0.0,shopify,100,deny,manual,3999.00,7999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look005_01.webp?v=1731307367,1,"",false,,,,,,kg,,,active
long-sleeve-woolly-check-shirt-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look005_02.webp?v=1731307367,2,"",,,,,,,,,,
long-sleeve-woolly-check-shirt-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look005_03.webp?v=1731307367,3,"",,,,,,,,,,
short-sleeve-free-run-flash-dry-border-crew-unisex,Short Sleeve Free Run Flash Dry Border Crew (Unisex),"<p>The Short Sleeve Free Run Flash Dry Border Crew represents pinnacle performance engineering in technical activewear. Constructed with advanced moisture management technology, it accelerates evaporation rates to maintain optimal body temperature during high-output activities. The unisex pattern features anatomical mapping that eliminates friction points while providing unrestricted range of motion. Strategic ventilation zones enhance breathability in critical heat-generating areas, while the specialized fiber composition delivers exceptional durability without weight penalties. The border design element creates visual distinction while reinforcing structural integrity at high-stress seams.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,"","t-shirts, Unisex, women",true,Title,Default Title,,,,,,,,'5,0.0,shopify,100,deny,manual,4999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look004_01.webp?v=1731307307,1,"",false,,,,,,kg,,,active
short-sleeve-free-run-flash-dry-border-crew-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look004_02.webp?v=1731307307,2,"",,,,,,,,,,
short-sleeve-free-run-flash-dry-border-crew-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look004_03.webp?v=1731307307,3,"",,,,,,,,,,
fiber-pile-jacket-unisex,Fiber pile jacket (unisex),"<p>The Fiber Pile Jacket represents advanced thermal engineering through specialized textile architecture. Constructed with high-loft synthetic fibers arranged in a precision-calibrated matrix, it creates exceptional insulation by effectively trapping body heat within microscopic air pockets. The unisex design features anatomical patterning that accommodates diverse body types while maintaining thermal efficiency. Strategic reinforcements at high-stress zones ensure durability without compromising the jacket's insulative properties. The technical outer face resists wind penetration while allowing optimal moisture vapor transmission, preventing internal condensation during variable activity levels.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,"","jackets, Men, Unisex",true,Title,Default Title,,,,,,,,'4,0.0,shopify,100,deny,manual,6999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look003_01.webp?v=1731307177,1,"",false,,,,,,kg,,,active
fiber-pile-jacket-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look003_02.webp?v=1731307177,2,"",,,,,,,,,,
fiber-pile-jacket-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look003_03.webp?v=1731307177,3,"",,,,,,,,,,
fiber-star-pile-jacket-unisex,Fiber star pile jacket (unisex),"<p>The Fiber Star Pile Jacket represents advanced thermal engineering through innovative textile architecture. Featuring a specialized star-pattern fiber arrangement that maximizes surface area, it creates exceptional heat retention while minimizing weight. The technical construction establishes thousands of microscopic air pockets that trap body heat with remarkable efficiency. The unisex design incorporates anatomical mapping to accommodate diverse body types without compromising thermal performance. Strategic reinforcements at high-stress zones ensure durability during extended use, while the precision-calibrated pile depth optimizes insulation-to-weight ratio for superior comfort in cold conditions.</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,"","jackets, Unisex, women",true,Title,Default Title,,,,,,,,'3,0.0,shopify,100,deny,manual,6999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look002_01.webp?v=1731307125,1,"",false,,,,,,kg,,,active
fiber-star-pile-jacket-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look002_02.webp?v=1731307125,2,"",,,,,,,,,,
fiber-star-pile-jacket-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look002_03.webp?v=1731307125,3,"",,,,,,,,,,
windproof-pamir-jacket-unisex,Windproof Pamir Jacket (Unisex),"<p>The Windproof Pamir Jacket represents advanced aerodynamic engineering in technical outerwear. Constructed with a specialized multi-layer fabric matrix, it effectively neutralizes wind penetration while maintaining optimal breathability. The precision-calibrated membrane technology creates an impermeable barrier against convective heat loss without trapping internal moisture. The unis</p>",mitulpcirkle,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,"","jackets, Men, Unisex",true,Title,Default Title,,,,,,,,'2,0.0,shopify,100,deny,manual,7999.00,9999.00,true,true,"",https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look001_01.webp?v=1731307005,1,"",false,,,,,,kg,,,active
windproof-pamir-jacket-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look001_02.webp?v=1731307005,2,"",,,,,,,,,,
windproof-pamir-jacket-unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0766/3953/5391/files/look001_03.webp?v=1731307005,3,"",,,,,,,,,,
